age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a
43,Female,39611,High School,Married,6,Midwest,Rural,15,778.54,51.9,39,6,0.175,0.41,1,0.267,0.08,7,3.64,6,61.36,0,1,0
66,Female,69574,High School,Married,2,West,Urban,10,356.26,35.63,22,4,0.008,0.724,0,0.229,0.042,11,5.6,4,23.41,1,0,0
21,Male,71019,Bachelor,Single,1,Northeast,Suburban,11,418.39,38.04,49,1,0.066,0.321,0,0.25,0.107,9,4.68,16,45.2,1,1,1
18,Male,94690,PhD,Single,2,West,Suburban,29,2612.69,90.09,16,4,0.035,0.589,1,0.132,0.024,16,5.52,13,43.76,1,0,1
41,Male,56777,Bachelor,Single,2,Southeast,Suburban,12,878.21,73.18,18,2,0.1,0.687,0,0.356,0.141,20,4.15,8,22.78,0,0,0
47,Female,73437,High School,Single,5,Southwest,Suburban,11,306.0,27.82,43,1,0.017,0.347,0,0.419,0.149,7,15.47,4,8.82,1,0,0
41,Male,77746,Bachelor,Married,4,Southeast,Rural,9,745.82,82.87,28,2,0.027,0.334,0,0.25,0.118,3,3.62,11,11.13,1,0,0
18,Other,104995,Master,Married,6,Southeast,Rural,28,1995.15,71.26,9,2,0.199,0.572,1,0.239,0.08,14,14.65,18,28.77,1,1,1
40,Male,78659,Bachelor,Single,3,Midwest,Urban,16,979.56,61.22,25,1,0.086,0.745,0,0.163,0.062,12,5.27,14,13.85,1,1,0
22,Male,56081,Bachelor,Single,2,Southwest,Suburban,14,1061.46,75.82,47,4,0.01,0.285,0,0.166,0.083,8,5.68,17,12.2,1,0,0
52,Female,69352,Bachelor,Married,2,Midwest,Urban,14,1110.53,79.32,44,5,0.173,0.854,1,0.231,0.053,14,3.78,8,14.27,0,1,0
47,Female,82036,Master,Married,2,Midwest,Suburban,31,2140.35,69.04,19,6,0.138,0.87,1,0.158,0.031,11,5.34,14,10.76,0,1,0
27,Male,64813,Master,Single,2,Northeast,Urban,12,914.05,76.17,49,2,0.257,0.666,0,0.374,0.089,8,3.46,10,30.55,1,1,0
34,Female,103366,Master,Married,4,West,Suburban,15,1116.19,74.41,28,6,0.169,0.715,0,0.363,0.137,10,16.48,17,13.51,0,0,0
26,Female,76669,Master,Single,1,West,Urban,20,1050.76,52.54,18,3,0.088,0.366,1,0.307,0.089,10,4.86,18,52.4,1,0,1
41,Female,96878,Master,Married,5,Southeast,Suburban,18,1865.48,103.64,35,6,0.25,0.646,0,0.172,0.06,9,3.96,12,33.93,0,0,1
56,Female,108113,Bachelor,Married,2,Southwest,Urban,25,2764.3,110.57,8,2,0.182,0.543,1,0.166,0.081,12,8.49,8,45.75,0,0,1
27,Female,26823,Bachelor,Single,6,Southeast,Rural,13,397.02,30.54,51,2,0.097,0.575,0,0.189,0.06,7,4.6,11,48.35,1,0,1
49,Female,98983,Bachelor,Married,6,Southwest,Suburban,21,1445.14,68.82,22,5,0.202,0.661,1,0.261,0.095,13,6.73,5,29.23,1,1,0
34,Female,83630,Master,Married,5,Midwest,Rural,13,1165.34,89.64,34,3,0.322,0.446,0,0.385,0.063,7,3.56,12,36.34,0,1,0
30,Male,56125,High School,Single,3,Midwest,Suburban,30,1325.79,44.19,11,6,0.05,0.546,1,0.424,0.097,19,5.41,5,41.27,1,0,0
40,Male,90173,PhD,Married,3,Northeast,Rural,15,1366.54,91.1,17,1,0.19,0.524,0,0.327,0.139,4,4.31,11,3.13,0,0,0
26,Male,50073,Bachelor,Single,2,West,Suburban,9,310.93,34.55,55,1,0.072,0.557,0,0.178,0.018,8,9.12,17,38.55,0,0,0
33,Male,74332,Bachelor,Divorced,2,West,Suburban,17,1044.36,61.43,21,7,0.092,0.386,1,0.401,0.138,7,3.59,19,31.97,0,1,1
24,Male,110568,Master,Single,4,West,Urban,19,1992.26,104.86,17,3,0.048,0.635,0,0.165,0.067,14,7.03,16,39.12,0,0,1
71,Other,97449,High School,Divorced,3,Southeast,Suburban,18,1068.18,59.34,14,2,0.052,0.708,0,0.161,0.037,10,3.03,4,18.77,1,1,0
42,Male,93182,Bachelor,Married,3,Southeast,Urban,17,1102.15,64.83,26,2,0.058,0.373,1,0.251,0.055,7,3.12,10,35.1,0,0,0
31,Male,47519,High School,Single,2,Midwest,Urban,10,612.85,61.28,45,6,0.121,0.476,0,0.351,0.065,7,6.54,19,8.48,1,0,0
45,Female,67596,Bachelor,Divorced,4,West,Suburban,8,222.67,27.83,47,4,0.027,0.292,0,0.324,0.131,10,11.04,7,0.0,1,0,1
40,Male,45887,High School,Married,2,West,Urban,8,435.21,54.4,21,7,0.091,0.562,0,0.352,0.174,8,5.48,9,27.22,0,1,0
38,Male,63675,Bachelor,Married,2,Southeast,Suburban,14,1190.87,85.06,30,2,0.193,0.346,0,0.05,0.019,12,5.18,7,21.91,0,0,0
51,Male,50608,Bachelor,Single,1,Midwest,Urban,12,871.2,72.6,25,1,0.209,0.588,0,0.284,0.116,11,3.38,6,9.75,0,0,1
53,Male,102126,PhD,Married,1,Southwest,Urban,13,1040.92,80.07,18,5,0.023,0.645,0,0.216,0.049,8,9.6,9,21.66,1,1,0
34,Male,89394,PhD,Married,4,Southeast,Urban,19,1427.08,75.11,24,4,0.037,0.809,1,0.386,0.148,11,5.63,8,43.07,0,0,1
33,Female,49369,High School,Married,2,Southeast,Urban,8,676.17,84.52,61,3,0.149,0.57,0,0.395,0.138,6,4.09,15,34.01,0,0,0
37,Female,87176,Master,Married,4,Southeast,Urban,20,2019.99,101.0,22,4,0.144,0.548,1,0.393,0.062,11,9.37,7,11.08,0,1,0
18,Male,45436,High School,Single,2,Southwest,Suburban,20,1016.52,50.83,24,7,0.09,0.366,1,0.309,0.112,9,5.38,19,38.59,1,0,1
19,Male,40576,High School,Single,2,West,Urban,9,339.26,37.7,51,4,0.033,0.313,0,0.07,0.033,6,3.62,15,29.95,0,1,0
62,Male,66478,High School,Married,3,West,Rural,8,643.08,80.38,27,2,0.061,0.49,0,0.361,0.108,8,3.39,7,1.81,0,0,1
66,Female,93949,PhD,Single,1,Southwest,Rural,13,1294.61,99.59,21,5,0.036,0.512,0,0.397,0.179,7,16.49,1,30.14,1,0,1
38,Male,92370,PhD,Married,5,Southeast,Urban,13,1348.88,103.76,13,7,0.229,0.307,0,0.166,0.076,9,7.11,17,30.83,0,0,1
50,Male,51013,High School,Married,3,Southwest,Urban,11,738.96,67.18,60,3,0.073,0.619,0,0.199,0.026,9,4.12,9,18.99,0,0,0
46,Female,69391,High School,Married,2,West,Urban,11,633.3,57.57,24,4,0.027,0.396,0,0.267,0.115,9,5.82,5,38.72,0,0,0
80,Male,103239,High School,Single,1,Midwest,Rural,20,964.42,48.22,29,1,0.098,0.335,1,0.217,0.068,11,8.97,4,31.19,0,1,1
58,Male,101078,Bachelor,Married,6,Southeast,Suburban,14,1670.26,119.3,40,6,0.067,0.616,0,0.41,0.147,13,11.9,7,21.24,0,0,0
40,Male,83954,Bachelor,Single,2,West,Suburban,15,1560.5,104.03,35,2,0.111,0.413,1,0.375,0.055,11,6.59,9,63.03,1,0,1
27,Female,60197,Bachelor,Married,2,West,Rural,7,313.31,44.76,53,2,0.168,0.619,0,0.333,0.049,7,12.56,16,51.55,1,0,0
18,Female,62170,Master,Single,1,West,Rural,15,973.48,64.9,31,2,0.193,0.408,0,0.339,0.132,15,5.33,12,52.46,1,0,0
45,Female,65393,Bachelor,Single,2,West,Rural,7,407.97,58.28,35,4,0.064,0.415,0,0.284,0.123,10,10.82,11,27.61,1,0,0
30,Female,71987,PhD,Single,1,Southeast,Suburban,26,1750.27,67.32,8,5,0.083,0.599,0,0.083,0.041,10,3.13,20,38.18,0,0,0
20,Female,86477,Master,Single,2,West,Rural,22,1435.08,65.23,16,6,0.176,0.819,1,0.335,0.158,15,7.51,23,23.56,1,0,1
32,Other,63579,Bachelor,Married,3,Midwest,Rural,11,831.82,75.62,52,4,0.15,0.689,1,0.305,0.13,6,5.0,12,15.64,0,1,1
25,Other,56904,Master,Single,2,Northeast,Suburban,5,178.85,35.77,81,1,0.376,0.317,0,0.349,0.17,5,8.25,16,44.52,1,0,1
67,Male,96802,Master,Married,5,Southwest,Rural,14,987.33,70.52,40,2,0.077,0.398,1,0.388,0.149,8,7.93,7,43.68,1,0,1
55,Female,71595,Bachelor,Married,4,Midwest,Suburban,14,1165.75,83.27,44,1,0.146,0.391,0,0.086,0.043,9,6.22,8,13.45,1,0,0
41,Male,74045,Bachelor,Divorced,2,Southeast,Suburban,10,275.52,27.55,44,3,0.023,0.841,0,0.335,0.084,15,10.77,15,0.0,1,1,0
64,Male,137812,PhD,Married,3,West,Suburban,23,2416.76,105.08,15,3,0.139,0.436,1,0.223,0.027,11,9.93,8,8.98,0,1,1
43,Female,54780,High School,Married,4,Northeast,Suburban,25,1160.86,46.43,25,4,0.021,0.508,1,0.473,0.184,10,18.2,5,30.55,0,1,1
29,Male,20000,High School,Married,4,West,Suburban,13,939.99,72.31,22,2,0.167,0.657,0,0.272,0.052,9,4.21,10,0.0,1,0,0
64,Female,88962,Bachelor,Married,1,Northeast,Rural,13,1053.82,81.06,14,2,0.031,0.273,0,0.257,0.064,7,6.05,6,1.54,0,0,0
50,Male,93257,Master,Divorced,3,Southeast,Urban,14,852.43,60.89,14,3,0.332,0.351,0,0.283,0.06,17,7.93,16,43.01,1,1,0
26,Female,73026,Master,Single,2,Southeast,Rural,24,2293.29,95.55,20,2,0.141,0.629,1,0.467,0.048,13,13.68,11,27.47,1,0,1
39,Female,92388,PhD,Married,4,Southwest,Urban,17,1302.7,76.63,37,7,0.076,0.581,1,0.322,0.097,12,11.08,12,36.58,1,0,1
28,Female,66261,Bachelor,Single,1,Southeast,Urban,4,263.02,65.76,98,2,0.031,0.323,0,0.324,0.043,7,5.74,13,37.42,0,0,0
21,Male,43392,High School,Divorced,1,West,Rural,24,1666.6,69.44,16,1,0.054,0.403,1,0.398,0.075,14,5.84,12,26.08,1,0,1
55,Male,84227,Bachelor,Divorced,1,Southwest,Urban,19,1139.96,60.0,24,7,0.152,0.612,0,0.328,0.086,10,3.74,9,3.06,0,0,0
70,Female,117789,Master,Widowed,2,West,Rural,18,2121.12,117.84,28,3,0.184,0.391,0,0.276,0.084,12,11.1,1,2.72,1,0,1
21,Male,35952,High School,Single,3,Northeast,Urban,7,416.62,59.52,74,3,0.061,0.673,0,0.357,0.142,5,4.38,17,38.98,1,1,1
50,Other,58301,High School,Married,2,Midwest,Rural,6,277.95,46.33,53,2,0.222,0.655,0,0.326,0.06,5,7.95,7,15.97,0,0,1
32,Female,71901,High School,Divorced,2,West,Urban,13,744.92,57.3,28,4,0.06,0.46,0,0.354,0.104,14,6.89,11,29.62,1,1,0
34,Male,76190,Bachelor,Married,5,Southeast,Urban,8,343.74,42.97,21,4,0.07,0.379,0,0.109,0.04,8,4.34,9,38.74,1,1,0
33,Male,94404,Master,Widowed,1,Northeast,Rural,25,2083.91,83.36,20,2,0.065,0.376,1,0.485,0.168,19,13.16,12,20.45,0,1,1
29,Male,97191,Master,Single,1,Midwest,Urban,22,1650.88,75.04,26,3,0.14,0.571,0,0.205,0.034,13,5.65,20,31.83,1,1,0
42,Female,112089,PhD,Divorced,2,West,Rural,16,1476.78,92.3,27,4,0.098,0.501,0,0.236,0.102,14,12.04,17,30.9,1,0,1
29,Male,62725,High School,Single,1,Midwest,Rural,9,245.96,27.33,38,5,0.136,0.953,0,0.203,0.022,7,4.12,12,41.89,1,0,0
46,Male,83709,PhD,Single,3,Southeast,Urban,17,1043.4,61.38,20,5,0.194,0.27,1,0.176,0.049,12,3.8,8,12.36,0,0,0
41,Male,91462,Master,Divorced,3,Southwest,Suburban,23,1290.04,56.09,22,2,0.058,0.35,1,0.418,0.091,13,6.63,12,46.85,1,0,1
38,Female,68259,Bachelor,Married,4,West,Urban,10,739.89,73.99,33,2,0.02,0.471,0,0.272,0.038,7,5.64,13,16.61,0,0,0
28,Male,118165,PhD,Single,2,Northeast,Urban,20,1540.93,77.05,24,6,0.3,0.313,1,0.136,0.055,12,5.0,20,14.42,1,0,1
33,Male,80914,Bachelor,Single,1,Northeast,Suburban,15,1197.96,79.86,43,3,0.154,0.639,0,0.213,0.095,13,7.51,10,61.38,0,1,1
53,Female,88543,Master,Divorced,2,Northeast,Suburban,19,1208.59,63.61,18,3,0.103,0.339,0,0.218,0.069,10,17.85,8,0.83,1,0,1
49,Female,100391,Master,Widowed,2,Northeast,Rural,19,2141.63,112.72,10,2,0.177,0.625,0,0.422,0.138,11,4.57,11,13.8,0,1,1
27,Female,79715,Master,Single,2,Southeast,Urban,13,921.56,70.89,47,2,0.101,0.396,0,0.142,0.046,16,6.92,11,23.61,1,0,0
43,Male,81814,Bachelor,Married,3,Southeast,Urban,12,1070.69,89.22,25,1,0.08,0.733,0,0.26,0.063,13,9.23,5,33.9,1,1,0
53,Male,52717,High School,Married,5,Midwest,Suburban,15,811.37,54.09,45,2,0.16,0.391,1,0.37,0.114,7,4.37,5,26.78,0,1,0
18,Female,60400,Bachelor,Married,4,Southeast,Urban,9,707.91,78.66,64,2,0.017,0.579,0,0.129,0.041,6,4.42,9,40.18,0,0,0
50,Male,77177,Bachelor,Single,2,Southeast,Suburban,25,1328.21,53.13,16,5,0.131,0.464,1,0.181,0.09,11,13.29,8,11.81,0,0,1
32,Female,85436,Master,Single,1,West,Suburban,20,1437.57,71.88,25,7,0.17,0.52,1,0.509,0.119,7,3.54,21,0.0,1,0,1
50,Female,84734,Master,Married,4,Northeast,Rural,15,945.99,63.07,20,3,0.185,0.552,0,0.258,0.107,10,4.53,5,64.15,0,0,0
30,Male,85824,PhD,Married,4,Southeast,Suburban,10,1102.84,110.28,20,2,0.148,0.534,0,0.506,0.107,10,6.18,16,10.87,1,1,1
18,Female,57607,High School,Married,6,Southeast,Suburban,14,490.44,35.03,31,3,0.067,0.454,0,0.209,0.046,8,5.79,14,62.51,1,0,0
18,Female,54226,Master,Single,1,Midwest,Suburban,10,985.18,98.52,37,6,0.092,0.695,0,0.27,0.031,10,7.31,9,31.95,0,1,0
42,Male,89533,PhD,Single,2,Southwest,Rural,23,1087.45,47.28,29,4,0.031,0.614,1,0.529,0.084,11,3.45,12,23.88,0,1,1
45,Female,90826,Master,Married,3,West,Rural,12,1081.6,90.13,39,1,0.11,0.55,0,0.244,0.064,6,14.48,11,8.87,0,1,0
28,Male,36421,High School,Married,4,Midwest,Urban,7,250.42,35.77,73,3,0.011,0.455,0,0.166,0.071,10,5.04,9,37.29,1,1,0
51,Male,53124,High School,Single,1,West,Suburban,9,554.93,61.66,25,1,0.121,0.278,0,0.265,0.083,9,7.14,9,37.34,1,0,1
18,Male,41576,High School,Single,1,West,Suburban,14,663.19,47.37,38,6,0.049,0.475,0,0.319,0.088,16,8.31,12,29.91,1,1,1
41,Female,50824,Bachelor,Single,1,Northeast,Suburban,7,271.62,38.8,26,3,0.048,0.631,0,0.34,0.148,4,7.56,11,50.63,1,0,0
23,Female,43880,Bachelor,Married,2,Southeast,Urban,28,1499.71,53.56,17,6,0.107,0.443,1,0.298,0.119,10,8.2,19,21.7,0,0,0
32,Female,127011,PhD,Married,5,Southwest,Suburban,13,1107.12,85.16,45,5,0.079,0.411,0,0.268,0.071,7,6.18,12,42.61,1,1,0
42,Male,81092,Bachelor,Married,5,West,Urban,24,1967.37,81.97,17,2,0.084,0.545,1,0.589,0.292,11,14.7,10,11.89,1,0,1
29,Female,52601,Bachelor,Single,3,Southeast,Urban,19,687.63,36.19,15,4,0.172,0.308,1,0.427,0.179,9,5.47,11,30.58,0,0,0
36,Male,75673,Bachelor,Married,2,Southeast,Urban,15,1159.29,77.29,26,2,0.11,0.298,1,0.224,0.059,17,10.58,14,14.18,1,0,0
57,Female,109709,Master,Widowed,2,West,Urban,23,2349.15,102.14,26,7,0.13,0.49,1,0.326,0.139,22,4.08,10,15.16,1,0,0
33,Male,111916,PhD,Single,1,Southeast,Urban,18,1508.28,83.79,30,3,0.27,0.431,0,0.324,0.106,7,9.41,16,18.98,0,0,0
54,Male,96892,Master,Widowed,1,Southwest,Suburban,22,1143.77,51.99,22,5,0.108,0.405,1,0.237,0.029,19,6.98,7,4.86,1,0,1
25,Male,75247,Bachelor,Single,2,Northeast,Rural,24,2454.47,102.27,22,1,0.018,0.43,1,0.426,0.165,13,11.76,15,48.32,1,0,1
49,Female,49223,Bachelor,Single,3,Northeast,Suburban,6,383.71,63.95,91,1,0.046,0.442,0,0.427,0.111,4,6.99,7,37.17,0,1,0
63,Male,90155,Master,Married,2,Midwest,Urban,12,727.87,60.66,20,6,0.091,0.56,0,0.323,0.126,10,4.13,5,15.15,0,0,1
18,Female,57458,Bachelor,Married,3,Southwest,Rural,8,548.85,68.61,71,1,0.044,0.745,0,0.268,0.077,8,3.24,11,44.91,1,0,0
30,Male,69544,Bachelor,Married,4,Northeast,Urban,11,343.85,31.26,52,1,0.149,0.534,0,0.242,0.052,6,7.74,18,31.51,1,1,0
50,Male,51923,High School,Widowed,5,Southwest,Urban,10,794.89,79.49,40,2,0.123,0.41,0,0.191,0.042,9,4.14,14,16.76,1,0,0
38,Male,59891,High School,Married,5,Northeast,Urban,6,614.61,102.44,57,4,0.079,0.442,0,0.347,0.059,5,12.79,14,45.8,1,0,0
47,Female,83842,Master,Married,4,Midwest,Suburban,15,1326.04,88.4,43,4,0.106,0.216,1,0.242,0.11,15,16.78,9,20.61,1,0,0
32,Female,47045,High School,Divorced,3,Southeast,Suburban,7,234.23,33.46,78,3,0.201,0.466,0,0.337,0.162,9,15.89,10,0.0,0,0,0
43,Male,75371,High School,Divorced,3,Southwest,Rural,16,446.46,27.9,42,4,0.112,0.471,1,0.199,0.076,14,3.93,4,6.58,0,0,0
39,Male,85434,Bachelor,Married,6,West,Suburban,20,1999.95,100.0,25,3,0.099,0.501,1,0.05,0.007,8,6.14,11,37.91,0,0,1
59,Male,72844,Bachelor,Married,4,Northeast,Suburban,6,380.84,63.47,28,5,0.161,0.648,0,0.176,0.052,3,15.39,5,28.41,0,0,0
45,Female,60741,Bachelor,Single,2,Southeast,Urban,22,1155.92,52.54,11,6,0.106,0.66,1,0.083,0.011,14,3.01,3,2.62,0,0,0
47,Male,72032,Bachelor,Married,5,West,Suburban,24,2143.58,89.32,25,3,0.042,0.653,1,0.476,0.107,11,3.6,8,14.25,1,0,1
35,Female,53198,High School,Married,1,Southeast,Rural,13,582.29,44.79,38,5,0.137,0.499,0,0.531,0.061,9,6.17,8,50.8,0,0,1
34,Female,42931,High School,Single,2,Midwest,Suburban,7,466.98,66.71,36,2,0.062,0.397,0,0.178,0.089,3,5.23,11,60.22,1,0,0
35,Male,84209,Bachelor,Married,5,Northeast,Urban,19,1379.0,72.58,9,3,0.08,0.28,0,0.129,0.035,15,3.79,16,34.45,1,0,0
47,Female,83410,Bachelor,Married,1,West,Urban,11,843.09,76.64,27,3,0.022,0.25,1,0.178,0.038,3,5.18,13,32.77,0,0,0
35,Female,74691,Bachelor,Widowed,2,West,Suburban,16,1598.89,99.93,15,1,0.054,0.51,0,0.258,0.034,6,3.5,8,37.57,1,1,1
46,Female,43401,High School,Married,1,Northeast,Suburban,7,293.46,41.92,82,1,0.107,0.482,0,0.418,0.066,8,4.44,11,17.51,1,0,0
73,Male,131509,Master,Married,3,Midwest,Suburban,23,1935.41,84.15,27,2,0.039,0.352,1,0.135,0.026,12,3.32,5,12.92,1,0,1
55,Male,42297,Bachelor,Widowed,2,West,Suburban,6,282.62,47.1,91,4,0.165,0.472,0,0.328,0.091,9,5.22,10,32.79,0,1,0
37,Male,67710,High School,Single,3,Midwest,Suburban,6,238.78,39.8,33,2,0.115,0.45,0,0.278,0.043,8,16.34,14,41.5,1,0,0
60,Male,87614,High School,Married,4,Midwest,Suburban,21,1943.25,92.54,11,6,0.22,0.47,1,0.413,0.057,9,7.78,6,0.0,0,1,0
35,Male,92113,PhD,Married,6,Southeast,Rural,13,1197.65,92.13,18,3,0.068,0.536,0,0.365,0.136,9,4.64,16,47.31,1,1,0
18,Male,89093,Master,Single,1,Northeast,Rural,11,817.95,74.36,26,3,0.038,0.437,0,0.323,0.109,8,10.98,21,48.68,1,1,0
26,Female,60453,Bachelor,Married,4,West,Urban,23,960.12,41.74,9,3,0.004,0.474,1,0.225,0.039,15,3.22,17,39.42,1,0,1
18,Male,70936,Master,Single,3,Midwest,Suburban,11,165.0,15.0,59,2,0.069,0.254,0,0.244,0.074,10,3.72,16,53.43,1,0,0
36,Male,89492,Master,Single,3,Midwest,Suburban,18,1045.3,58.07,34,2,0.103,0.356,0,0.314,0.061,17,3.66,11,36.23,1,0,0
42,Male,136998,Master,Single,2,Southeast,Urban,33,3097.92,93.88,6,6,0.305,0.476,1,0.384,0.051,18,6.26,11,40.74,0,1,0
67,Female,114366,Bachelor,Widowed,2,West,Rural,18,885.6,49.2,13,4,0.13,0.458,0,0.233,0.09,8,3.49,9,10.63,1,0,1
46,Female,87916,Bachelor,Married,1,West,Urban,11,1362.33,123.85,27,2,0.066,0.413,0,0.329,0.102,8,3.27,10,50.15,0,1,1
38,Female,42307,High School,Married,2,Midwest,Suburban,6,356.78,59.46,86,2,0.189,0.359,0,0.315,0.108,9,15.16,14,0.0,1,0,1
54,Male,115953,PhD,Married,4,West,Urban,12,1186.38,98.86,44,2,0.186,0.265,0,0.295,0.047,9,15.76,7,43.75,0,0,0
18,Other,42803,Bachelor,Single,2,Northeast,Suburban,16,774.42,48.4,31,1,0.089,0.516,1,0.147,0.059,14,4.47,10,44.74,0,0,0
45,Male,73931,High School,Married,6,West,Urban,13,1062.31,81.72,48,2,0.036,0.647,0,0.476,0.194,13,16.15,9,33.72,1,1,0
53,Male,115107,PhD,Married,3,Midwest,Suburban,16,1304.57,81.54,11,1,0.04,0.457,0,0.275,0.082,9,5.62,12,15.9,1,0,0
19,Male,68932,PhD,Single,3,Southeast,Urban,10,612.27,61.23,24,3,0.318,0.664,0,0.28,0.125,9,6.93,12,42.95,1,0,1
59,Male,119016,PhD,Divorced,1,Northeast,Urban,21,2469.76,117.61,13,1,0.032,0.363,0,0.136,0.068,14,3.26,4,17.74,1,0,1
47,Male,80458,Master,Single,4,Southeast,Rural,28,2581.29,92.19,7,3,0.097,0.656,1,0.193,0.053,12,6.94,8,19.03,0,1,1
35,Female,100868,PhD,Single,4,West,Urban,15,1203.23,80.22,32,2,0.059,0.199,0,0.278,0.105,7,8.24,15,33.31,0,0,1
51,Female,53513,High School,Divorced,2,West,Suburban,14,1360.88,97.21,19,3,0.114,0.61,0,0.281,0.03,9,7.01,4,22.77,0,0,0
76,Male,116812,Master,Divorced,2,Southwest,Suburban,9,780.89,86.77,44,3,0.065,0.262,0,0.092,0.012,10,8.56,3,21.86,0,0,0
44,Female,102057,Master,Married,4,Northeast,Urban,13,921.87,70.91,39,2,0.4,0.588,0,0.211,0.063,7,6.9,5,34.18,1,0,0
45,Male,60804,High School,Married,5,West,Urban,6,377.65,62.94,72,4,0.184,0.487,0,0.38,0.064,4,9.87,7,50.99,0,1,0
35,Male,47736,High School,Married,5,Southeast,Urban,5,299.43,59.89,56,1,0.078,0.481,0,0.273,0.03,10,8.42,10,28.16,0,0,1
29,Female,96849,PhD,Single,5,Midwest,Suburban,25,1364.41,54.58,15,4,0.156,0.451,1,0.367,0.046,13,11.38,13,46.06,0,0,1
54,Female,94257,Bachelor,Divorced,3,West,Rural,21,1824.44,86.88,16,7,0.165,0.392,1,0.21,0.03,14,9.3,9,21.07,1,0,1
29,Male,62192,Master,Single,4,Northeast,Rural,16,1654.23,103.39,38,6,0.048,0.638,1,0.158,0.074,7,8.02,7,21.25,1,0,0
43,Male,63909,High School,Widowed,1,Southwest,Rural,29,2347.72,80.96,13,2,0.31,0.405,1,0.16,0.059,11,8.21,10,0.0,1,0,1
34,Female,72563,High School,Widowed,3,Northeast,Suburban,15,1193.44,79.56,13,4,0.221,0.564,0,0.106,0.044,12,7.62,14,35.41,0,0,0
49,Female,88404,Bachelor,Married,5,Northeast,Rural,29,2430.49,83.81,17,3,0.134,0.508,1,0.249,0.042,11,4.52,3,28.0,1,0,0
47,Female,64066,High School,Divorced,5,Southwest,Urban,21,883.6,42.08,13,4,0.11,0.625,0,0.279,0.064,5,4.14,11,20.86,1,0,0
57,Male,95796,Bachelor,Married,4,Northeast,Suburban,13,753.59,57.97,26,5,0.358,0.358,0,0.21,0.03,11,9.41,9,13.22,1,1,0
34,Male,74587,Bachelor,Married,4,Midwest,Suburban,15,1058.34,70.56,22,3,0.143,0.279,0,0.328,0.147,15,13.39,5,5.96,1,0,0
37,Male,66504,High School,Single,1,Southeast,Urban,7,382.82,54.69,27,2,0.065,0.594,0,0.217,0.061,2,11.49,13,37.86,0,0,0
27,Male,31841,Bachelor,Single,2,Midwest,Rural,11,186.86,16.99,58,3,0.062,0.706,0,0.186,0.084,8,9.36,12,34.97,1,0,0
35,Female,45298,Bachelor,Divorced,3,Northeast,Urban,10,456.37,45.64,43,5,0.187,0.533,0,0.184,0.066,8,5.07,7,34.7,0,1,0
47,Male,78272,High School,Married,3,Southwest,Suburban,25,1953.74,78.15,10,1,0.044,0.493,1,0.341,0.159,17,5.12,14,30.02,1,0,0
53,Male,75420,Master,Divorced,5,Northeast,Suburban,15,1189.74,79.32,30,3,0.085,0.504,1,0.257,0.098,7,9.19,11,42.75,0,0,1
28,Female,69023,Bachelor,Single,2,West,Urban,16,765.7,47.86,25,4,0.06,0.585,0,0.282,0.09,17,5.78,16,39.91,0,0,1
55,Female,64319,High School,Married,5,Southwest,Urban,17,1041.1,61.24,20,4,0.064,0.216,0,0.41,0.043,12,11.42,7,0.79,0,0,0
62,Male,75257,Bachelor,Married,2,Southeast,Urban,5,379.62,75.92,73,2,0.151,0.308,0,0.49,0.111,7,3.19,6,10.84,0,0,0
48,Female,69244,High School,Married,2,West,Rural,11,431.82,39.26,45,4,0.306,0.525,0,0.05,0.017,8,14.53,4,27.76,1,0,0
70,Female,84615,High School,Married,6,Southeast,Suburban,14,796.02,56.86,19,2,0.067,0.43,0,0.32,0.159,8,9.23,5,22.82,0,0,0
30,Female,96255,Bachelor,Married,5,Southeast,Suburban,20,1557.27,77.86,22,7,0.039,0.362,1,0.138,0.042,7,7.42,12,31.19,0,0,1
23,Male,64627,Master,Single,1,Northeast,Urban,13,573.68,44.13,44,2,0.184,0.363,0,0.245,0.089,10,4.23,15,63.8,1,0,0
18,Female,106601,PhD,Single,2,Southeast,Suburban,17,1304.61,76.74,16,6,0.157,0.29,0,0.108,0.051,13,19.02,17,44.47,1,0,0
64,Female,112086,Master,Married,4,West,Urban,15,2039.38,135.96,29,4,0.041,0.264,1,0.106,0.016,11,9.34,7,32.17,0,0,1
51,Male,71484,Bachelor,Single,2,Northeast,Suburban,16,569.56,35.6,41,5,0.118,0.574,0,0.166,0.052,7,6.71,7,15.98,1,0,0
41,Male,85388,Bachelor,Divorced,4,West,Urban,14,1416.62,101.19,41,4,0.08,0.815,0,0.202,0.084,10,6.86,14,14.63,0,0,1
46,Female,85886,Bachelor,Single,1,Southwest,Suburban,11,877.54,79.78,42,4,0.008,0.517,0,0.088,0.022,6,8.87,7,30.87,0,1,0
25,Male,76137,Master,Single,2,Northeast,Suburban,8,348.71,43.59,65,2,0.069,0.584,0,0.179,0.06,6,8.55,19,34.68,0,1,0
78,Female,136994,PhD,Divorced,2,West,Suburban,23,2577.58,112.07,19,2,0.162,0.283,1,0.152,0.058,14,5.35,1,0.0,0,0,1
