age,gender,income,education,marital_status,household_size,region,urban_rural,total_purchases_12m,total_spend_12m,avg_order_value,days_since_last_purchase,product_categories_purchased,returns_rate,discount_usage_rate,loyalty_program_member,email_open_rate,email_click_rate,website_visits_30d,avg_session_duration,mobile_app_usage,social_media_engagement,push_notification_enabled,sms_opt_in,purchased_product_a,kmeans_cluster,hierarchical_cluster,dbscan_cluster,gmm_cluster,rfm_segment,purchase_propensity,propensity_segment,rfm_tier,propensity_tier,combined_segment,action_segment,engagement_score,engagement_tier,segment_3d,action_segment_3d,R_Score,F_Score,M_Score,RFM_Score,base_lifespan,customer_lifespan_years,purchase_frequency_annual,clv_simple,clv_rfm_weighted,clv_proxy,clv_predicted,clv_tier,age_group,income_quartile,churn_risk_score,is_churned,churn_probability,churn_risk_segment,clv_churn_action
49,Male,60701,Bachelor,Married,2,Southwest,Urban,13,576.94,44.38,18,5,0.038,0.501,0,0.236,0.045,11,15.17,6,15.55,1,1,0,3,0,-1,0,Potential Loyalists,0.1531767571956525,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3988258601802448,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,4,2,2,8,2.0,2.2,13,1269.2680000000005,1946.2109333333335,1172.5658980540736,1198.5517492154784,Silver,46-55,Q1 (Low),0.46636816129728437,0,0.006682884463882691,Very Low Risk,5. Growth Opportunity
48,Male,99009,Master,Single,1,Northeast,Suburban,18,992.27,55.13,33,4,0.118,0.31,0,0.314,0.145,8,8.29,9,27.55,0,1,1,3,0,-1,1,Loyal Customers,0.598707388655833,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3779233458418267,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,2,4,3,9,2.0,1.955,18,1940.0247,3103.8205599999997,1874.408073752548,1881.6836840275944,Gold,46-55,Q4 (High),0.48828199749830137,0,0.04296955304322358,Very Low Risk,5. Growth Opportunity
31,Male,74701,Master,Married,5,Midwest,Suburban,9,567.9,63.1,46,2,0.147,0.417,0,0.13,0.035,9,7.17,17,63.95,1,1,0,2,2,-1,0,Hibernating,0.0991872146420039,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4407430117803695,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,1.87,9,1061.973,1274.3675999999998,996.2822535341109,837.5122612233822,Bronze,26-35,Q2,0.6302958420883705,1,0.9995241229319723,Critical Risk,7. Low Priority - Monitor
72,Female,106530,Bachelor,Married,4,West,Suburban,13,1011.4,77.8,30,7,0.055,0.499,0,0.319,0.087,4,8.77,5,8.04,0,0,0,3,0,-1,1,Potential Loyalists,0.1647685197598514,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.199464721882575,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,3,2,3,8,2.0,2.3,13,2326.22,3566.8706666666662,1904.8259165647728,1917.463489063606,Gold,55+,Q4 (High),0.5429737222901517,1,0.9889672726214008,Critical Risk,4. Re-engagement Campaign
44,Female,88701,Bachelor,Married,2,Northeast,Rural,18,949.34,52.74,16,3,0.075,0.304,0,0.293,0.127,22,4.88,11,16.93,1,0,0,3,0,-1,1,Champions,0.3226246490361619,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4568308828650672,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,5,4,3,12,2.0,2.4000000000000004,18,2278.3680000000004,4101.148800000001,1920.1190148595203,1972.222722362244,Gold,36-45,Q3,0.40114493453809774,0,0.0012579559559858264,Very Low Risk,5. Growth Opportunity
36,Female,60094,High School,Married,5,Northeast,Suburban,5,184.06,36.81,86,3,0.246,0.636,0,0.324,0.035,9,8.06,11,21.49,0,0,0,2,2,-1,0,Hibernating,0.0752875966281373,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2586797489982326,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.4875,5,273.774375,328.5471,0.0,5.710358208622646,Bronze,36-45,Q1 (Low),0.8323529390892425,1,0.999752702314697,Critical Risk,7. Low Priority - Monitor
44,Male,63257,Bachelor,Married,2,Southeast,Rural,23,1770.03,76.96,21,6,0.051,0.41,1,0.26,0.053,7,12.08,10,33.11,0,0,0,0,1,-1,3,Champions,0.2539104345946384,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2598681485941383,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,4,5,5,14,3.5,3.5,23,6195.28,11977.203,3967.9096795782416,3908.132560415306,Diamond,36-45,Q2,0.3360263702811724,0,0.0001698196351307285,Very Low Risk,2. VIP Retain & Upsell
21,Male,54678,Bachelor,Single,1,Southwest,Urban,14,712.03,50.86,21,1,0.071,0.943,0,0.152,0.024,5,6.05,13,55.44,1,0,1,2,2,-1,0,Loyal Customers,0.5350464075022903,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.2982346396329616,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,4,3,2,9,2.0,2.2,14,1566.488,2506.3456,1383.2583268898886,1367.542099573684,Silver,18-25,Q1 (Low),0.5099530720734077,1,0.9471827004794283,Critical Risk,4. Re-engagement Campaign
27,Female,76417,Bachelor,Married,2,Northeast,Suburban,18,1546.56,85.92,15,3,0.126,0.675,0,0.342,0.157,10,5.14,18,36.88,1,0,1,0,0,-1,1,Champions,0.6248805886918677,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4559861338251388,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,4,4,13,2.0,2.5,18,3866.4,7217.28,3057.4825601475413,2970.875617795197,Platinum,26-35,Q2,0.38706943990163895,0,0.0011376039132624943,Very Low Risk,2. VIP Retain & Upsell
60,Male,67854,Bachelor,Married,2,West,Urban,27,1718.92,63.66,15,6,0.07,0.541,1,0.215,0.07,19,6.56,11,0.0,0,0,0,1,1,-1,3,Champions,0.2966666848799381,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2956036322783614,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,5,5,5,15,3.5,4.200000000000001,27,7219.044000000002,14438.928000000004,3891.308889683509,3925.7089088979887,Diamond,55+,Q2,0.2845459402109944,0,0.0003321124806800278,Very Low Risk,2. VIP Retain & Upsell
32,Female,34802,Bachelor,Single,2,Southwest,Urban,9,561.91,62.43,42,2,0.146,0.284,0,0.139,0.016,10,13.74,16,36.88,0,1,0,2,2,-1,0,At Risk,0.1124090376499534,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3523679373706126,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,1,4,2.0,1.87,9,1050.6969,1330.977486666667,978.4909512111838,885.4163347162923,Bronze,26-35,Q1 (Low),0.6283930791925442,1,0.999714114720586,Critical Risk,7. Low Priority - Monitor
26,Female,84021,Bachelor,Single,1,Midwest,Suburban,18,1554.79,86.38,13,1,0.03,0.68,0,0.346,0.092,6,15.65,6,50.02,0,1,1,3,3,-1,1,Champions,0.6580631587895642,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3801136359063968,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,4,4,13,2.0,2.3,18,3576.1319999999996,6675.231733333333,3135.3172407719194,3041.8664777841245,Platinum,26-35,Q3,0.39255505059649837,0,0.0004860272688363715,Very Low Risk,2. VIP Retain & Upsell
50,Male,88271,Bachelor,Married,6,Northeast,Urban,39,3255.28,83.47,8,5,0.07,0.625,1,0.244,0.105,18,5.68,12,31.79,0,0,1,1,1,-1,3,Champions,0.7060192899492067,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3535070418168204,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,5,5,5,15,3.5,4.200000000000001,39,13672.386000000004,27344.35200000001,6962.702312545046,6885.238699945707,Diamond,46-55,Q3,0.21605414719219146,0,0.0003145295726676862,Very Low Risk,2. VIP Retain & Upsell
59,Female,126900,PhD,Divorced,3,West,Urban,14,1639.43,117.1,18,4,0.178,0.407,0,0.311,0.043,14,7.13,5,15.01,1,0,0,1,0,-1,1,Champions,0.131562747010647,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3286013970031109,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,4,3,5,12,2.0,2.5,14,4098.5,7377.435,3141.516149100933,3185.0152596995777,Platinum,55+,Q4 (High),0.4587463872660445,0,0.0020213315699928896,Very Low Risk,2. VIP Retain & Upsell
52,Male,81047,Master,Single,1,Midwest,Urban,25,1813.25,72.53,26,1,0.198,0.41,1,0.271,0.059,17,4.83,7,9.01,1,0,1,1,1,-1,3,Champions,0.7505717980905459,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3455214903885081,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,3,5,5,13,3.5,3.850000000000001,25,6981.012500000001,13031.223333333335,3920.644697116552,3851.7950588344374,Diamond,46-55,Q3,0.32558459081118724,0,0.0001324200341236632,Very Low Risk,2. VIP Retain & Upsell
56,Female,96462,Bachelor,Single,1,Midwest,Suburban,27,1305.08,48.34,7,6,0.114,0.39,1,0.267,0.122,13,4.79,7,17.56,1,1,1,1,1,-1,3,Champions,0.6332077898762013,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4316906181769508,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,5,4,14,3.5,3.850000000000001,27,5024.943000000001,9714.145466666669,3130.327625453085,3157.170502503279,Platinum,55+,Q4 (High),0.21137298747572095,0,0.00021370223061637186,Very Low Risk,2. VIP Retain & Upsell
30,Male,68728,Bachelor,Single,3,West,Urban,8,301.28,37.66,73,2,0.031,0.411,0,0.216,0.027,9,5.74,20,32.48,0,0,0,2,2,-1,0,Hibernating,0.0662104105444144,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2820078054987242,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,8,463.9711999999999,556.7654399999999,317.4925016496172,301.74142660824776,Bronze,26-35,Q2,0.7715095500113662,1,0.9998296639647924,Critical Risk,7. Low Priority - Monitor
20,Female,32835,Bachelor,Single,3,West,Suburban,11,366.98,33.36,39,6,0.275,0.831,0,0.261,0.13,9,5.67,20,41.38,1,1,0,2,2,-1,0,At Risk,0.1425368047546282,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.5073864187105637,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,2,1,5,2.0,1.5895,11,583.28292,777.7529466666667,640.7061756131692,714.3347928069851,Bronze,18-25,Q1 (Low),0.5463227162578873,1,0.9985015118770304,Critical Risk,7. Low Priority - Monitor
64,Male,98164,High School,Married,6,Midwest,Suburban,15,1408.81,93.92,34,6,0.098,0.269,0,0.167,0.037,10,9.89,5,16.13,1,0,0,3,0,-1,1,Loyal Customers,0.2888509508685051,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.2703090404914279,Low Engagement,High Value | Low Engagement | Low Propensity,9. Fading Interest - Re-engage,2,3,4,9,2.0,1.7,15,2394.96,3831.9632,2659.6760221474287,2666.4139741548083,Platinum,55+,Q4 (High),0.5636493030128256,1,0.999145411065068,Critical Risk,1. URGENT: VIP Win-Back
37,Male,87580,Master,Single,2,Southeast,Suburban,15,986.83,65.79,42,1,0.126,0.455,1,0.349,0.04,10,3.31,13,32.49,1,0,0,0,3,-1,3,Potential Loyalists,0.328899467372109,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3568122056476118,Medium Engagement,Medium Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,2,3,3,8,3.5,3.71875,15,3669.8484375000007,5626.986895833334,2308.5433716942835,2343.552444406628,Gold,36-45,Q3,0.4455042255371443,0,0.004031430256214373,Very Low Risk,5. Growth Opportunity
38,Female,50058,High School,Married,1,Northeast,Urban,9,532.22,59.14,38,2,0.074,0.689,0,0.403,0.066,6,9.44,13,0.0,0,0,1,2,0,-1,0,At Risk,0.0750575242967526,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2622126147266361,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,1,1,4,2.0,2.125,9,1131.0525,1432.5588333333335,933.4316444179908,890.7355701141831,Bronze,36-45,Q1 (Low),0.5758463659435616,1,0.9994082568799657,Critical Risk,7. Low Priority - Monitor
61,Male,68730,High School,Divorced,3,West,Suburban,12,900.94,75.08,43,9,0.06,0.322,0,0.423,0.151,8,5.08,7,11.66,1,1,0,3,0,-1,1,Potential Loyalists,0.1590593413792609,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4413854329863995,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,2,3,7,2.0,1.955,12,1761.3768,2583.2952933333336,1692.27742989592,1714.264525723126,Silver,55+,Q2,0.5382340245138312,1,0.9977318424185204,Critical Risk,4. Re-engagement Campaign
50,Female,65371,Master,Married,3,West,Suburban,8,527.79,65.97,61,1,0.22,0.536,0,0.519,0.08,8,7.21,14,68.3,0,0,0,2,0,-1,0,Hibernating,0.0836346506665792,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3923076478426568,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,1,1,1,3,2.0,1.4875,8,785.043,942.10515,810.200394352797,742.9019462557559,Bronze,46-55,Q2,0.6393162482092464,1,0.9991492220674231,Critical Risk,7. Low Priority - Monitor
48,Male,72900,High School,Married,2,Southeast,Suburban,23,474.43,20.63,30,3,0.089,0.303,1,0.463,0.188,12,9.09,10,52.94,0,0,0,0,3,-1,3,Loyal Customers,0.2389348673091824,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4320381246666921,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,3,5,1,9,3.5,4.375,23,2075.8937499999997,3321.01,1407.3893024000074,1190.3673411811385,Silver,46-55,Q2,0.3009923750666616,0,0.00013176615733921017,Very Low Risk,5. Growth Opportunity
74,Female,103727,Bachelor,Single,3,Southwest,Suburban,21,1220.63,58.13,9,3,0.128,0.676,1,0.205,0.053,16,8.31,3,39.11,1,0,0,1,1,-1,3,Champions,0.677861978927656,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.3446483750660351,Medium Engagement,High Value | Medium Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,4,13,3.5,3.850000000000001,21,4699.8105000000005,8772.260933333335,2921.584192519811,2942.4701741988392,Platinum,55+,Q4 (High),0.290070324986793,0,0.0003328743049279885,Very Low Risk,2. VIP Retain & Upsell
32,Male,48288,High School,Divorced,3,Southwest,Urban,9,805.16,89.46,43,1,0.121,0.478,0,0.258,0.119,13,7.7,12,36.28,1,0,0,2,0,-1,0,At Risk,0.2534336722931499,Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4136726765805162,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,1,2,5,2.0,2.04,9,1642.4856,2190.0352,1470.6996229741549,1379.479535380069,Silver,26-35,Q1 (Low),0.5967765757950079,1,0.9996562853570419,Critical Risk,4. Re-engagement Campaign
55,Female,88777,High School,Married,4,Southeast,Suburban,18,1456.37,80.91,38,2,0.089,0.313,0,0.199,0.026,7,11.09,11,31.97,1,1,0,3,0,-1,1,Loyal Customers,0.2975421463981367,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3810665117953584,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,2,4,4,10,2.0,1.87,18,2723.4306,4539.019833333333,2772.2564885386073,2726.478889467404,Platinum,46-55,Q3,0.5328755865298173,1,0.9830528845483972,Critical Risk,1. URGENT: VIP Win-Back
42,Male,38442,High School,Widowed,2,Midwest,Urban,11,165.0,15.0,30,7,0.059,0.342,0,0.346,0.089,9,3.15,13,31.97,0,0,0,2,2,-1,0,Potential Loyalists,0.1314859889787474,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.2977705120654477,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,3,2,1,6,2.0,2.5,11,412.5,577.4999999999999,264.46365361963433,291.6075307115402,Bronze,36-45,Q1 (Low),0.5312458975869105,1,0.9928820997828253,Critical Risk,7. Low Priority - Monitor
46,Male,53448,High School,Widowed,2,Southeast,Suburban,12,697.42,58.12,54,4,0.113,0.286,0,0.216,0.073,12,7.39,9,1.04,0,0,0,2,0,-1,0,At Risk,0.1797670199450197,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2367735643025795,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,2,2,5,2.0,1.87,12,1304.2128,1738.9005333333332,1156.4778392907738,1179.2807099313775,Silver,46-55,Q1 (Low),0.669445287139484,1,0.9998270234438985,Critical Risk,4. Re-engagement Campaign
64,Male,79049,Bachelor,Divorced,5,West,Urban,16,1689.24,105.58,37,6,0.158,0.394,1,0.315,0.138,15,8.08,2,33.88,1,0,0,1,1,-1,3,Loyal Customers,0.1465273709721732,Very Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3962143747004223,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,2,3,5,10,3.5,3.71875,16,6282.01,10469.76875,3678.914352410127,3671.6410851016944,Diamond,55+,Q3,0.4155349028376933,0,0.0008719181103596325,Very Low Risk,2. VIP Retain & Upsell
49,Female,90618,Master,Single,2,Northeast,Rural,14,1130.99,80.78,24,3,0.062,0.755,0,0.23,0.072,4,6.43,5,31.95,1,1,0,3,0,-1,1,Loyal Customers,0.2707579527711875,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.3391521513626331,Medium Engagement,High Value | Medium Engagement | Low Propensity,9. Fading Interest - Re-engage,4,3,3,10,2.0,2.0,14,2261.84,3769.9666666666662,2208.6299554087905,2146.0891547668803,Gold,46-55,Q3,0.49950290306080675,0,0.2735735169951229,Low Risk,5. Growth Opportunity
50,Male,81612,Bachelor,Married,6,Southwest,Suburban,18,1290.49,71.69,10,5,0.131,0.404,0,0.309,0.124,10,3.52,7,36.08,0,0,1,3,0,-1,1,Champions,0.6585504754923536,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2874409056682826,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,4,13,2.0,2.3,18,2967.966,5540.503733333333,2532.650176700485,2463.4685421192967,Platinum,46-55,Q3,0.4051562633107879,0,0.0011958223022138343,Very Low Risk,2. VIP Retain & Upsell
58,Female,108450,Master,Single,2,Southeast,Rural,38,1810.99,47.66,8,1,0.11,0.441,1,0.365,0.128,15,5.05,11,0.0,1,0,1,1,1,-1,3,Champions,0.81349988316384,Very High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.4019930017600567,High Engagement,High Value | High Engagement | High Propensity,1. VIP Champions - Maximize,5,5,5,15,3.5,4.7250000000000005,38,8557.353000000001,17113.8555,4103.018450528018,4043.299528965579,Diamond,55+,Q4 (High),0.18215695520354422,0,0.00011123464421894208,Very Low Risk,2. VIP Retain & Upsell
36,Female,49195,High School,Divorced,1,Northeast,Rural,8,393.44,49.18,27,2,0.139,0.379,0,0.302,0.065,8,6.22,11,20.67,1,1,0,2,2,-1,0,At Risk,0.1122726384678213,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.4033870015713123,High Engagement,Low Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,3,1,1,5,2.0,2.5,8,983.6,1311.4666666666665,745.5520204713937,743.7268297926597,Bronze,36-45,Q1 (Low),0.5255892663524042,1,0.996833268987785,Critical Risk,7. Low Priority - Monitor
29,Male,50639,Bachelor,Married,3,Northeast,Rural,19,426.65,22.46,20,5,0.162,0.603,1,0.351,0.092,12,3.98,17,40.42,1,0,0,0,3,-1,3,Loyal Customers,0.2489276938465808,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.4339988021907143,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,4,4,1,9,3.5,4.7250000000000005,19,2016.3465000000003,3225.474,1348.9859906572142,1372.0530391998277,Silver,26-35,Q1 (Low),0.30522246178407936,0,0.00016103238533696996,Very Low Risk,5. Growth Opportunity
26,Female,86690,Bachelor,Divorced,3,Southwest,Urban,15,733.44,48.9,43,2,0.158,0.371,0,0.306,0.134,16,11.65,16,36.15,1,0,0,2,0,-1,1,Potential Loyalists,0.2869374951982831,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.4932667567127773,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,3,2,7,2.0,2.295,15,1683.3825,2468.7590400000004,1341.9482670138334,1279.0131211487633,Silver,26-35,Q3,0.5312577597685557,1,0.9948910147606681,Critical Risk,4. Re-engagement Campaign
18,Male,91174,Bachelor,Single,1,Southeast,Suburban,6,279.38,46.56,66,2,0.078,0.368,0,0.232,0.033,8,6.39,22,26.49,0,1,0,2,2,-1,0,Hibernating,0.1127148106438396,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.3628466994130236,Medium Engagement,Low Value | Medium Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.54,6,430.2144,516.29424,326.70818982390705,256.1898721195971,Bronze,18-25,Q3,0.7343639934507287,1,0.9997484395095771,Critical Risk,7. Low Priority - Monitor
72,Male,100349,Bachelor,Married,2,Southwest,Suburban,29,3333.94,114.96,14,6,0.287,0.592,1,0.104,0.05,16,3.54,0,9.71,0,0,1,1,1,-1,3,Champions,0.48221197646345,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.1736098010626711,Low Engagement,High Value | Low Engagement | Medium Propensity,6. Potential Stars - Develop,5,5,5,15,3.5,3.2725000000000004,29,10909.9914,21820.6373,6671.4925503188015,6691.883059562793,Diamond,55+,Q4 (High),0.3133669286763547,0,0.0003109116178282885,Very Low Risk,2. VIP Retain & Upsell
25,Female,49248,Bachelor,Single,3,Southeast,Suburban,17,1176.14,69.18,16,4,0.022,0.251,1,0.25,0.088,12,3.35,12,18.86,0,0,1,0,3,-1,3,Champions,0.6970466579577989,High,High Value,High Propensity,High Value / High Propensity,1. VIP - Retain & Upsell,0.2759742849206975,Low Engagement,High Value | Low Engagement | High Propensity,2. VIP Ready - Convert Now,5,4,4,13,3.5,4.200000000000001,17,4939.452000000002,9220.937600000005,2842.0947454762095,2955.152184276903,Platinum,18-25,Q1 (Low),0.35258292079363834,0,0.0006792247958778743,Very Low Risk,2. VIP Retain & Upsell
38,Female,108131,Master,Married,1,Southwest,Urban,18,2017.53,112.09,27,2,0.06,0.273,0,0.358,0.096,10,5.51,11,42.84,0,1,0,1,0,-1,1,Champions,0.3452732063937308,Low,High Value,Low Propensity,High Value / Low Propensity,3. At-Risk VIP - Win Back,0.397660334318356,High Engagement,High Value | High Engagement | Low Propensity,8. Declining VIPs - Win Back,3,4,5,12,2.0,2.5,18,5044.05,9078.885,3958.8772002955066,3925.8240182138666,Diamond,36-45,Q4 (High),0.4488679331363288,0,0.0019681672291537774,Very Low Risk,2. VIP Retain & Upsell
37,Female,48498,Bachelor,Married,5,Midwest,Urban,6,166.68,27.78,61,2,0.156,0.713,0,0.177,0.079,8,3.29,9,16.37,1,0,0,2,2,-1,0,Hibernating,0.0764631545091633,Very Low,Low Value,Low Propensity,Low Value / Low Propensity,9. Cold - Low Priority,0.2774343998852966,Low Engagement,Low Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,1,1,1,3,2.0,1.4,6,233.352,280.02239999999995,98.589279965589,76.95330984842474,Bronze,36-45,Q1 (Low),0.7402242311340518,1,0.9998531746449727,Critical Risk,7. Low Priority - Monitor
46,Male,72378,Bachelor,Married,3,Southeast,Suburban,18,1260.08,70.0,31,3,0.082,0.425,1,0.513,0.169,6,7.16,12,38.12,1,0,1,0,3,-1,3,Loyal Customers,0.4032165537335639,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.4497889057417757,High Engagement,High Value | High Engagement | Medium Propensity,5. Loyal Engaged - Nurture,3,4,4,11,3.5,3.71875,18,4685.625,8122.265666666667,2948.393391722532,2973.845855596496,Platinum,46-55,Q2,0.3278199966294227,0,0.0001442102783228074,Very Low Risk,2. VIP Retain & Upsell
54,Male,103358,PhD,Widowed,3,Northeast,Rural,31,1907.03,61.52,14,4,0.05,0.466,1,0.353,0.134,14,9.68,10,27.14,0,0,0,1,3,-1,3,Champions,0.5338205516770903,Medium,High Value,Medium Propensity,High Value / Medium Propensity,2. Loyal - Nurture,0.3632784343963764,Medium Engagement,High Value | Medium Engagement | Medium Propensity,6. Potential Stars - Develop,5,5,5,15,3.5,4.375,31,8343.65,16686.5125,4305.412780318912,4244.48068869142,Diamond,46-55,Q4 (High),0.21896653534294697,0,0.0001926765584546641,Very Low Risk,2. VIP Retain & Upsell
54,Male,66406,Bachelor,Married,5,Southeast,Suburban,18,813.25,45.18,35,3,0.213,0.696,1,0.292,0.041,9,7.01,6,0.0,0,0,0,3,3,-1,3,Potential Loyalists,0.1625722493553232,Very Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.196630619869003,Low Engagement,Medium Value | Low Engagement | Low Propensity,10. Dormant - Minimal Effort,2,4,2,8,3.5,2.52875,18,2056.48065,3153.3091041666667,1923.873060960701,1849.436451128828,Gold,46-55,Q2,0.437829431581755,0,0.003955025365147336,Very Low Risk,5. Growth Opportunity
33,Female,62799,Bachelor,Divorced,1,Southwest,Urban,13,920.25,70.79,43,1,0.048,0.342,0,0.116,0.05,12,3.19,21,63.38,1,0,0,2,2,-1,1,Potential Loyalists,0.2337899229624069,Low,Medium Value,Low Propensity,Medium Value / Low Propensity,6. Fence Sitter - Engage,0.3999697603174828,High Engagement,Medium Value | High Engagement | Low Propensity,9. Fading Interest - Re-engage,2,2,3,7,2.0,2.04,13,1877.3508,2753.388,1723.414928095245,1692.6731278316115,Silver,26-35,Q2,0.6012504923809479,1,0.9995010691827956,Critical Risk,4. Re-engagement Campaign
